FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.3077596,3077596,POINT (16.504616495269644 48.21559852193604),Flugfeldstraße,Flugfeldstraße,"26A, 550, N26",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Flugfeldstraße!start|1,
OEFFHALTESTOGD.3077597,3077597,POINT (16.504576126327077 48.2155985810875),Flugfeldstraße,Flugfeldstraße,"26A, 550, N26",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Flugfeldstraße!start|1,
OEFFHALTESTOGD.3077598,3077598,POINT (16.504576126327077 48.2155985810875),Flugfeldstraße,Flugfeldstraße,"26A, 550, N26",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Flugfeldstraße!start|1,
OEFFHALTESTOGD.3077599,3077599,POINT (16.504576126327077 48.2155985810875),Flugfeldstraße,Flugfeldstraße,"26A, 550, N26",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Flugfeldstraße!start|1,
OEFFHALTESTOGD.3077600,3077600,POINT (16.504643495473722 48.21568832185526),Flugfeldstraße,Flugfeldstraße,"552, 26A, 550, N26",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Flugfeldstraße!start|1,
OEFFHALTESTOGD.3077601,3077601,POINT (16.50460312646063 48.21568838101625),Flugfeldstraße,Flugfeldstraße,"552, 26A, 550, N26",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Flugfeldstraße!start|1,
OEFFHALTESTOGD.3077602,3077602,POINT (16.50460312646063 48.21568838101625),Flugfeldstraße,Flugfeldstraße,"552, 26A, 550, N26",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Flugfeldstraße!start|1,
OEFFHALTESTOGD.3077603,3077603,POINT (16.50460312646063 48.21568838101625),Flugfeldstraße,Flugfeldstraße,"552, 26A, 550, N26",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Flugfeldstraße!start|1,
OEFFHALTESTOGD.3077604,3077604,POINT (16.2789104262841 48.20369158104627),Flötzersteig,Flötzersteig,47A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Flötzersteig!start|1,
OEFFHALTESTOGD.3077605,3077605,POINT (16.27877562601036 48.20369158132355),Flötzersteig,Flötzersteig,47A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Flötzersteig!start|1,
OEFFHALTESTOGD.3077606,3077606,POINT (16.290678326215026 48.20703228092609),Flötzersteigbrücke,Flötzersteigbrücke,51A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Flötzersteigbrücke!start|1,
OEFFHALTESTOGD.3077607,3077607,POINT (16.29075912609118 48.20701428143158),Flötzersteigbrücke,Flötzersteigbrücke,51A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Flötzersteigbrücke!start|1,
OEFFHALTESTOGD.3077608,3077608,POINT (16.21828749638612 48.21804672255076),Mauerbachstraße/Baumschule,Mauerbachstraße/Baumschule,450,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Mauerbachstraße/Baumschule!start|1,
OEFFHALTESTOGD.3077609,3077609,POINT (16.218170696648823 48.21792702279821),Mauerbachstraße/Baumschule,Mauerbachstraße/Baumschule,450,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Mauerbachstraße/Baumschule!start|1,
OEFFHALTESTOGD.3078287,3078287,POINT (16.32732952560941 48.2047991810177),Camillo-Sitte-Gasse,Camillo-Sitte-Gasse,9,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Camillo-Sitte-Gasse!start|1,
OEFFHALTESTOGD.3078288,3078288,POINT (16.327015125904982 48.205002681297096),Camillo-Sitte-Gasse,Camillo-Sitte-Gasse,48A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Camillo-Sitte-Gasse!start|1,
OEFFHALTESTOGD.3078289,3078289,POINT (16.32732952543895 48.20522418104784),Camillo-Sitte-Gasse,Camillo-Sitte-Gasse,9,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Camillo-Sitte-Gasse!start|1,
OEFFHALTESTOGD.3078290,3078290,POINT (16.257328233997498 48.1380725087415),Breitenfurter Str./Willergasse,Breitenfurter Str./Willergasse,"253, 250, 257, N61",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Str./Willergasse!start|1,
OEFFHALTESTOGD.3078291,3078291,POINT (16.257287925729244 48.138072481096934),Breitenfurter Str./Willergasse,Breitenfurter Str./Willergasse,"253, 250, 257, N61",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Str./Willergasse!start|1,
OEFFHALTESTOGD.3078292,3078292,POINT (16.257287925729244 48.138072481096934),Breitenfurter Str./Willergasse,Breitenfurter Str./Willergasse,"253, 250, 257, N61",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Str./Willergasse!start|1,
OEFFHALTESTOGD.3078293,3078293,POINT (16.25691503415163 48.13787470954287),Breitenfurter Str./Willergasse,Breitenfurter Str./Willergasse,"253, 250, N61",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Str./Willergasse!start|1,
OEFFHALTESTOGD.3078294,3078294,POINT (16.256874726038614 48.1378746817535),Breitenfurter Str./Willergasse,Breitenfurter Str./Willergasse,"253, 250, N61",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Str./Willergasse!start|1,
OEFFHALTESTOGD.3078295,3078295,POINT (16.256874726038614 48.1378746817535),Breitenfurter Str./Willergasse,Breitenfurter Str./Willergasse,"253, 250, N61",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Str./Willergasse!start|1,
OEFFHALTESTOGD.3078296,3078296,POINT (16.30004772568201 48.15063008086563),Gerbergasse,Gerbergasse,"62A, N65",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gerbergasse!start|1,
OEFFHALTESTOGD.3078297,3078297,POINT (16.30004772568201 48.15063008086563),Gerbergasse,Gerbergasse,"62A, N65",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Gerbergasse!start|1,
OEFFHALTESTOGD.3078298,3078298,POINT (16.30004772568201 48.15063008086563),Gerbergasse,Gerbergasse,"62A, N65",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Gerbergasse!start|1,
OEFFHALTESTOGD.3078299,3078299,POINT (16.299005726379654 48.14929958152945),Gerbergasse,Gerbergasse,"62A, N65, 64A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gerbergasse!start|1,
OEFFHALTESTOGD.3078300,3078300,POINT (16.299005726379654 48.14929958152945),Gerbergasse,Gerbergasse,"62A, N65, 64A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Gerbergasse!start|1,
OEFFHALTESTOGD.3078301,3078301,POINT (16.299005726379654 48.14929958152945),Gerbergasse,Gerbergasse,"62A, N65, 64A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Gerbergasse!start|1,
OEFFHALTESTOGD.3078302,3078302,POINT (16.253272425432304 48.211534081124654),Campingplatz Wien-West 1,Campingplatz Wien-West 1,"43B, 52B, 52A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Campingplatz%20Wien-West%201!start|1,
OEFFHALTESTOGD.3078303,3078303,POINT (16.253757525888464 48.21104318155853),Campingplatz Wien-West 1,Campingplatz Wien-West 1,"43B, 52B, 52A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Campingplatz%20Wien-West%201!start|1,
OEFFHALTESTOGD.3078304,3078304,POINT (16.481327726856705 48.27574978145794),Campingplatzweg,Campingplatzweg,25A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Campingplatzweg!start|1,
OEFFHALTESTOGD.3078305,3078305,POINT (16.479845525953483 48.27576178127257),Campingplatzweg,Campingplatzweg,25A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Campingplatzweg!start|1,
OEFFHALTESTOGD.3078306,3078306,POINT (16.355006626266867 48.22790978162662),Canisiusgasse,Canisiusgasse,N38,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Canisiusgasse!start|1,
OEFFHALTESTOGD.3078307,3078307,POINT (16.355006626266867 48.22790978162662),Canisiusgasse,Canisiusgasse,N38,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Canisiusgasse!start|1,
OEFFHALTESTOGD.3078308,3078308,POINT (16.354916825509193 48.22796958125582),Canisiusgasse,Canisiusgasse,"38, 37",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Canisiusgasse!start|1,
OEFFHALTESTOGD.3078309,3078309,POINT (16.354746126620938 48.22826278157486),Canisiusgasse,Canisiusgasse,"38, 37",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Canisiusgasse!start|1,
OEFFHALTESTOGD.3078310,3078310,POINT (16.411353446977056 48.28059225505085),Carabelligasse,Carabelligasse,501,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Carabelligasse!start|1,
OEFFHALTESTOGD.3078311,3078311,POINT (16.410899825936056 48.28062818156685),Carabelligasse,Carabelligasse,N31,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Carabelligasse!start|1,
OEFFHALTESTOGD.3078312,3078312,POINT (16.410899825936056 48.28062818156685),Carabelligasse,Carabelligasse,N31,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Carabelligasse!start|1,
OEFFHALTESTOGD.3078313,3078313,POINT (16.410747125809664 48.2799406812471),Carabelligasse,Carabelligasse,"30, 31",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Carabelligasse!start|1,
OEFFHALTESTOGD.3078314,3078314,POINT (16.410801025774724 48.279928781654405),Carabelligasse,Carabelligasse,N31,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Carabelligasse!start|1,
OEFFHALTESTOGD.3078315,3078315,POINT (16.410801025774724 48.279928781654405),Carabelligasse,Carabelligasse,N31,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Carabelligasse!start|1,
OEFFHALTESTOGD.3078316,3078316,POINT (16.412130525820075 48.28013798160939),Carabelligasse,Carabelligasse,"36B, 36A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Carabelligasse!start|1,
OEFFHALTESTOGD.3078317,3078317,POINT (16.41102562623531 48.28060428146261),Carabelligasse,Carabelligasse,"30, 31",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Carabelligasse!start|1,
OEFFHALTESTOGD.3078318,3078318,POINT (16.29715512546308 48.14112378169602),Carlbergergasse,Carlbergergasse,60A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Carlbergergasse!start|1,
OEFFHALTESTOGD.3078319,3078319,POINT (16.297891826145474 48.14099188124676),Carlbergergasse,Carlbergergasse,61A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Carlbergergasse!start|1,
OEFFHALTESTOGD.3078320,3078320,POINT (16.297388725259527 48.14124968090337),Carlbergergasse,Carlbergergasse,60A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Carlbergergasse!start|1,
OEFFHALTESTOGD.3078321,3078321,POINT (16.298484626139857 48.14116578124675),Carlbergergasse,Carlbergergasse,61A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Carlbergergasse!start|1,
OEFFHALTESTOGD.3078322,3078322,POINT (16.298188226142514 48.14088398133063),Carlbergergasse,Carlbergergasse,61A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Carlbergergasse!start|1,
OEFFHALTESTOGD.3078323,3078323,POINT (16.297262926528035 48.25169778111247),Celtesgasse,Celtesgasse,"43B, N35, 35A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Celtesgasse!start|1,
OEFFHALTESTOGD.3078324,3078324,POINT (16.297262926528035 48.25169778111247),Celtesgasse,Celtesgasse,"43B, N35, 35A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Celtesgasse!start|1,
OEFFHALTESTOGD.3078325,3078325,POINT (16.297262926528035 48.25169778111247),Celtesgasse,Celtesgasse,"43B, N35, 35A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Celtesgasse!start|1,
OEFFHALTESTOGD.3078326,3078326,POINT (16.297262926528035 48.25169778111247),Celtesgasse,Celtesgasse,"43B, N35, 35A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Celtesgasse!start|1,
OEFFHALTESTOGD.3078327,3078327,POINT (16.297262926528035 48.25169778111247),Celtesgasse,Celtesgasse,"43B, N35, 35A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Celtesgasse!start|1,
OEFFHALTESTOGD.3078328,3078328,POINT (16.29698452616983 48.25182938149328),Celtesgasse,Celtesgasse,"43B, N35, 35A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Celtesgasse!start|1,
OEFFHALTESTOGD.3078329,3078329,POINT (16.29698452616983 48.25182938149328),Celtesgasse,Celtesgasse,"43B, N35, 35A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Celtesgasse!start|1,
OEFFHALTESTOGD.3078330,3078330,POINT (16.29698452616983 48.25182938149328),Celtesgasse,Celtesgasse,"43B, N35, 35A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Celtesgasse!start|1,
OEFFHALTESTOGD.3078331,3078331,POINT (16.29698452616983 48.25182938149328),Celtesgasse,Celtesgasse,"43B, N35, 35A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Celtesgasse!start|1,
OEFFHALTESTOGD.3078935,3078935,POINT (16.416676025583403 48.17436418067711),Enkplatz,Enkplatz,"76B, 76A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3078936,3078936,POINT (16.342421226124156 48.25574708154527),Grinzing,Grinzing,38A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Grinzing!start|1,
OEFFHALTESTOGD.3078937,3078937,POINT (16.464888626415025 48.26047198076765),Obachgasse,Obachgasse,27A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Obachgasse!start|1,
OEFFHALTESTOGD.3078938,3078938,POINT (16.403461826165433 48.27420728142048),Trillergasse,Trillergasse,"36B, 36A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Trillergasse!start|1,
OEFFHALTESTOGD.3078939,3078939,POINT (16.402770125943174 48.27406978118468),Trillergasse,Trillergasse,36A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Trillergasse!start|1,
OEFFHALTESTOGD.3078940,3078940,POINT (16.40393792578542 48.273513680891206),Trillergasse,Trillergasse,36B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Trillergasse!start|1,
OEFFHALTESTOGD.3078941,3078941,POINT (16.385279926463557 48.266075381630635),Jeneweingasse,Jeneweingasse,34A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Jeneweingasse!start|1,
OEFFHALTESTOGD.3078942,3078942,POINT (16.38514512573362 48.26588998105386),Jeneweingasse,Jeneweingasse,34A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Jeneweingasse!start|1,
OEFFHALTESTOGD.3078943,3078943,POINT (16.26667532580269 48.166905381819674),Jenbachgasse,Jenbachgasse,56B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Jenbachgasse!start|1,
OEFFHALTESTOGD.3078944,3078944,POINT (16.265857825970834 48.16679758154906),Jenbachgasse,Jenbachgasse,56B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Jenbachgasse!start|1,
OEFFHALTESTOGD.3078945,3078945,POINT (16.48734642561053 48.24057698082954),Scheedgasse,Scheedgasse,95A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Scheedgasse!start|1,
OEFFHALTESTOGD.3078946,3078946,POINT (16.487409326737044 48.240678681012355),Scheedgasse,Scheedgasse,95A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Scheedgasse!start|1,
OEFFHALTESTOGD.3078947,3078947,POINT (16.305006426261933 48.20873848110857),Joachimsthalerplatz,Joachimsthalerplatz,N46,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Joachimsthalerplatz!start|1,
OEFFHALTESTOGD.3078948,3078948,POINT (16.305006426261933 48.20873848110857),Joachimsthalerplatz,Joachimsthalerplatz,N46,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Joachimsthalerplatz!start|1,
OEFFHALTESTOGD.3078949,3078949,POINT (16.30375782539992 48.208798281152674),Joachimsthalerplatz,Joachimsthalerplatz,"60, 49, 46",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Joachimsthalerplatz!start|1,
OEFFHALTESTOGD.3078950,3078950,POINT (16.3051591265243 48.20904378098358),Joachimsthalerplatz,Joachimsthalerplatz,48A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Joachimsthalerplatz!start|1,
OEFFHALTESTOGD.3078951,3078951,POINT (16.304979525510294 48.20919938169435),Joachimsthalerplatz,Joachimsthalerplatz,"46, 10, 44",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Joachimsthalerplatz!start|1,
OEFFHALTESTOGD.3078952,3078952,POINT (16.3049435258589 48.209055781706475),Joachimsthalerplatz,Joachimsthalerplatz,N46,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Joachimsthalerplatz!start|1,
OEFFHALTESTOGD.3078953,3078953,POINT (16.3049435258589 48.209055781706475),Joachimsthalerplatz,Joachimsthalerplatz,N46,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Joachimsthalerplatz!start|1,
OEFFHALTESTOGD.3078954,3078954,POINT (16.304449526150037 48.20894198134182),Joachimsthalerplatz,Joachimsthalerplatz,"60, 49, 46, 44",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Joachimsthalerplatz!start|1,
OEFFHALTESTOGD.3078955,3078955,POINT (16.30495252557906 48.209073681552404),Joachimsthalerplatz,Joachimsthalerplatz,48A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Joachimsthalerplatz!start|1,
OEFFHALTESTOGD.3078956,3078956,POINT (16.30502442590469 48.20858278097461),Joachimsthalerplatz,Joachimsthalerplatz,10,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Joachimsthalerplatz!start|1,
OEFFHALTESTOGD.3078957,3078957,POINT (16.400937526463213 48.28022168108772),"Großjedlersdorf, Jochbergengasse","Großjedlersdorf, Jochbergengasse","32A, 30A",,2,"https://anachb.vor.at#P|SQ!evaId|Wien%20Großjedlersdorf,%20Jochbergengasse!start|1",
OEFFHALTESTOGD.3078958,3078958,POINT (16.40074892637049 48.280209681596276),"Großjedlersdorf, Jochbergengasse","Großjedlersdorf, Jochbergengasse","32A, 30A",,2,"https://anachb.vor.at#P|SQ!evaId|Wien%20Großjedlersdorf,%20Jochbergengasse!start|1",
OEFFHALTESTOGD.3078959,3078959,POINT (16.401225025956585 48.27994068104813),"Großjedlersdorf, Jochbergengasse","Großjedlersdorf, Jochbergengasse",31A,,2,"https://anachb.vor.at#P|SQ!evaId|Wien%20Großjedlersdorf,%20Jochbergengasse!start|1",
OEFFHALTESTOGD.3078960,3078960,POINT (16.35405442528782 48.14593708136062),Jochen-Rindt-Straße,Jochen-Rindt-Straße,"66A, N67, 17A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Jochen-Rindt-Straße!start|1,
OEFFHALTESTOGD.3078961,3078961,POINT (16.35405442528782 48.14593708136062),Jochen-Rindt-Straße,Jochen-Rindt-Straße,"66A, N67, 17A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Jochen-Rindt-Straße!start|1,
OEFFHALTESTOGD.3078962,3078962,POINT (16.35405442528782 48.14593708136062),Jochen-Rindt-Straße,Jochen-Rindt-Straße,"66A, N67, 17A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Jochen-Rindt-Straße!start|1,
OEFFHALTESTOGD.3078963,3078963,POINT (16.35461142575428 48.145925081521305),Jochen-Rindt-Straße,Jochen-Rindt-Straße,"67A, 66A, 16A, N66, 17A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Jochen-Rindt-Straße!start|1,
OEFFHALTESTOGD.3078964,3078964,POINT (16.35461142575428 48.145925081521305),Jochen-Rindt-Straße,Jochen-Rindt-Straße,"67A, 66A, 16A, N66, 17A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Jochen-Rindt-Straße!start|1,
OEFFHALTESTOGD.3078965,3078965,POINT (16.35461142575428 48.145925081521305),Jochen-Rindt-Straße,Jochen-Rindt-Straße,"67A, 66A, 16A, N66, 17A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Jochen-Rindt-Straße!start|1,
OEFFHALTESTOGD.3078966,3078966,POINT (16.354791025554793 48.14606298122452),Jochen-Rindt-Straße,Jochen-Rindt-Straße,"67A, 16A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Jochen-Rindt-Straße!start|1,
OEFFHALTESTOGD.3078967,3078967,POINT (16.40734693304375 48.137029356065156),Johann-Friedl-Gasse,Johann-Friedl-Gasse,"70A, 266, N17, 17A",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Johann-Friedl-Gasse!start|1,
OEFFHALTESTOGD.3078968,3078968,POINT (16.407306625587452 48.13702938103177),Johann-Friedl-Gasse,Johann-Friedl-Gasse,"70A, 266, N17, 17A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Johann-Friedl-Gasse!start|1,
OEFFHALTESTOGD.3078969,3078969,POINT (16.407306625587452 48.13702938103177),Johann-Friedl-Gasse,Johann-Friedl-Gasse,"70A, 266, N17, 17A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Johann-Friedl-Gasse!start|1,
OEFFHALTESTOGD.3078970,3078970,POINT (16.407306625587452 48.13702938103177),Johann-Friedl-Gasse,Johann-Friedl-Gasse,"70A, 266, N17, 17A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Johann-Friedl-Gasse!start|1,
OEFFHALTESTOGD.3078971,3078971,POINT (16.407288625666563 48.137101381102894),Johann-Friedl-Gasse,Johann-Friedl-Gasse,"70A, N17",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Johann-Friedl-Gasse!start|1,
OEFFHALTESTOGD.3078972,3078972,POINT (16.407288625666563 48.137101381102894),Johann-Friedl-Gasse,Johann-Friedl-Gasse,"70A, N17",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Johann-Friedl-Gasse!start|1,
OEFFHALTESTOGD.3078973,3078973,POINT (16.407288625666563 48.137101381102894),Johann-Friedl-Gasse,Johann-Friedl-Gasse,"70A, N17",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Johann-Friedl-Gasse!start|1,
OEFFHALTESTOGD.3078974,3078974,POINT (16.308671526744355 48.21386268152537),Johannes-Krawarik-Gasse,Johannes-Krawarik-Gasse,44,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Johannes-Krawarik-Gasse!start|1,
OEFFHALTESTOGD.3078975,3078975,POINT (16.32510172557733 48.21319228172719),Johann-Nepomuk-Berger-Platz,Johann-Nepomuk-Berger-Platz,44,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Johann-Nepomuk-Berger-Platz!start|1,
OEFFHALTESTOGD.3078976,3078976,POINT (16.325326326145472 48.21291088115613),Johann-Nepomuk-Berger-Platz,Johann-Nepomuk-Berger-Platz,9,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Johann-Nepomuk-Berger-Platz!start|1,
OEFFHALTESTOGD.3078977,3078977,POINT (16.32552392573785 48.21344968110214),Johann-Nepomuk-Berger-Platz,Johann-Nepomuk-Berger-Platz,"9, 2",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Johann-Nepomuk-Berger-Platz!start|1,
OEFFHALTESTOGD.3079757,3079757,POINT (16.60431156788975 48.18129468681454),Wittau Am Kirchenfeld,Wittau Am Kirchenfeld,"553, 550",,3,https://anachb.vor.at#P|SQ!evaId|Wittau%20Am%20Kirchenfeld!start|1,
OEFFHALTESTOGD.3079758,3079758,POINT (16.604230667317488 48.181462386898964),Wittau Am Kirchenfeld,Wittau Am Kirchenfeld,"553, 550",,3,https://anachb.vor.at#P|SQ!evaId|Wittau%20Am%20Kirchenfeld!start|1,
OEFFHALTESTOGD.3079759,3079759,POINT (16.179588172421376 48.312684936939334),Wolfpassing/Tulln Tullner Straße,Wolfpassing/Tulln Tullner Straße,"411, 441, 404",,3,https://anachb.vor.at#P|SQ!evaId|Wolfpassing/Tulln%20Tullner%20Straße!start|1,
OEFFHALTESTOGD.3079760,3079760,POINT (16.179525271522415 48.312822336319485),Wolfpassing/Tulln Tullner Straße,Wolfpassing/Tulln Tullner Straße,"411, 441, 404",,3,https://anachb.vor.at#P|SQ!evaId|Wolfpassing/Tulln%20Tullner%20Straße!start|1,
OEFFHALTESTOGD.3079761,3079761,POINT (16.126704259711286 48.171219054969825),Heimbautal Bundesstraße,Heimbautal Bundesstraße,"453, 253, 458",,3,https://anachb.vor.at#P|SQ!evaId|Heimbautal%20Bundesstraße!start|1,
OEFFHALTESTOGD.3079762,3079762,POINT (16.12211385603387 48.16607865663622),Wolfsgraben Brentenmaisstraße,Wolfsgraben Brentenmaisstraße,"453, 253, 250, 458",,3,https://anachb.vor.at#P|SQ!evaId|Wolfsgraben%20Brentenmaisstraße!start|1,
OEFFHALTESTOGD.3079763,3079763,POINT (16.122356355750878 48.16599475708221),Wolfsgraben Brentenmaisstraße,Wolfsgraben Brentenmaisstraße,"453, 253, 250, 458",,3,https://anachb.vor.at#P|SQ!evaId|Wolfsgraben%20Brentenmaisstraße!start|1,
OEFFHALTESTOGD.3079764,3079764,POINT (16.100814754038655 48.164065464515296),Wolfsgraben Engelkreuzstraße,Wolfsgraben Engelkreuzstraße,"253, 250, 458",,3,https://anachb.vor.at#P|SQ!evaId|Wolfsgraben%20Engelkreuzstraße!start|1,
OEFFHALTESTOGD.3079765,3079765,POINT (16.102288053507746 48.16293296373356),Wolfsgraben Engelkreuzstraße,Wolfsgraben Engelkreuzstraße,"253, 250, 458",,3,https://anachb.vor.at#P|SQ!evaId|Wolfsgraben%20Engelkreuzstraße!start|1,
