FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.3078241,3078241,POINT (16.44888062673763 48.24865308150335),Kraygasse,Kraygasse,26,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Kraygasse!start|1,
OEFFHALTESTOGD.3078887,3078887,POINT (16.37073612656272 48.24576378117381),Dr.-Adolf-Schärf-Heim,Dr.-Adolf-Schärf-Heim,"N29, 11A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Dr.-Adolf-Schärf-Heim!start|1,
OEFFHALTESTOGD.3078888,3078888,POINT (16.37073612656272 48.24576378117381),Dr.-Adolf-Schärf-Heim,Dr.-Adolf-Schärf-Heim,"N29, 11A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Dr.-Adolf-Schärf-Heim!start|1,
OEFFHALTESTOGD.3078889,3078889,POINT (16.37073612656272 48.24576378117381),Dr.-Adolf-Schärf-Heim,Dr.-Adolf-Schärf-Heim,"N29, 11A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Dr.-Adolf-Schärf-Heim!start|1,
OEFFHALTESTOGD.3078890,3078890,POINT (16.41911042654194 48.229549381387265),Goethehof,Goethehof,"N90, 92A, 92B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Goethehof!start|1,
OEFFHALTESTOGD.3078891,3078891,POINT (16.41911042654194 48.229549381387265),Goethehof,Goethehof,"N90, 92A, 92B",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Goethehof!start|1,
OEFFHALTESTOGD.3078892,3078892,POINT (16.41911042654194 48.229549381387265),Goethehof,Goethehof,"N90, 92A, 92B",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Goethehof!start|1,
OEFFHALTESTOGD.3078893,3078893,POINT (16.276601726595693 48.18233698102316),Gogolgasse,Gogolgasse,54B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gogolgasse!start|1,
OEFFHALTESTOGD.3078894,3078894,POINT (16.322514626075563 48.14463038092861),Goldhammergasse,Goldhammergasse,"N64, 64A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Goldhammergasse!start|1,
OEFFHALTESTOGD.3078895,3078895,POINT (16.322514626075563 48.14463038092861),Goldhammergasse,Goldhammergasse,"N64, 64A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Goldhammergasse!start|1,
OEFFHALTESTOGD.3078896,3078896,POINT (16.322514626075563 48.14463038092861),Goldhammergasse,Goldhammergasse,"N64, 64A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Goldhammergasse!start|1,
OEFFHALTESTOGD.3078897,3078897,POINT (16.32301762519452 48.14400698109114),Goldhammergasse,Goldhammergasse,"N64, 64A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Goldhammergasse!start|1,
OEFFHALTESTOGD.3078898,3078898,POINT (16.32301762519452 48.14400698109114),Goldhammergasse,Goldhammergasse,"N64, 64A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Goldhammergasse!start|1,
OEFFHALTESTOGD.3078899,3078899,POINT (16.32301762519452 48.14400698109114),Goldhammergasse,Goldhammergasse,"N64, 64A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Goldhammergasse!start|1,
OEFFHALTESTOGD.3078900,3078900,POINT (16.472973426769524 48.22695228138409),Gotthelfgasse,Gotthelfgasse,22A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gotthelfgasse!start|1,
OEFFHALTESTOGD.3078901,3078901,POINT (16.472407525731846 48.227616481133886),Gotthelfgasse,Gotthelfgasse,22A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gotthelfgasse!start|1,
OEFFHALTESTOGD.3078902,3078902,POINT (16.36952342588688 48.20909768084755),Graben/Petersplatz,Graben/Petersplatz,"2A, 1A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Graben/Petersplatz!start|1,
OEFFHALTESTOGD.3078903,3078903,POINT (16.308707525660783 48.17111718118448),Graf-Seilern-Gasse,Graf-Seilern-Gasse,"63A, 8A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Graf-Seilern-Gasse!start|1,
OEFFHALTESTOGD.3078904,3078904,POINT (16.400335626586585 48.18623608107536),Grasbergergasse,Grasbergergasse,74A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Grasbergergasse!start|1,
OEFFHALTESTOGD.3078905,3078905,POINT (16.282288025650303 48.22988458111963),Grasgasse,Grasgasse,44A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Grasgasse!start|1,
OEFFHALTESTOGD.3078906,3078906,POINT (16.379512726371782 48.21388658159451),Gredlerstraße,Gredlerstraße,2,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Gredlerstraße!start|1,
OEFFHALTESTOGD.3078907,3078907,POINT (16.37959352637495 48.21394048156691),Gredlerstraße,Gredlerstraße,N29,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Gredlerstraße!start|1,
OEFFHALTESTOGD.3078908,3078908,POINT (16.37959352637495 48.21394048156691),Gredlerstraße,Gredlerstraße,N29,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Gredlerstraße!start|1,
OEFFHALTESTOGD.3078909,3078909,POINT (16.379943925812434 48.214347481117315),Gredlerstraße,Gredlerstraße,N29,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Gredlerstraße!start|1,
OEFFHALTESTOGD.3078910,3078910,POINT (16.379943925812434 48.214347481117315),Gredlerstraße,Gredlerstraße,N29,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Gredlerstraße!start|1,
OEFFHALTESTOGD.3078911,3078911,POINT (16.337857825771916 48.23413898119456),Gregor-Mendel-Straße,Gregor-Mendel-Straße,"40A, 37A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gregor-Mendel-Straße!start|1,
OEFFHALTESTOGD.3078912,3078912,POINT (16.3377320265011 48.23413898121712),Gregor-Mendel-Straße,Gregor-Mendel-Straße,"40A, 37A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gregor-Mendel-Straße!start|1,
OEFFHALTESTOGD.3078913,3078913,POINT (16.30515912534305 48.15711448172089),Gregorygasse,Gregorygasse,"62A, N65, 64A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gregorygasse!start|1,
OEFFHALTESTOGD.3078914,3078914,POINT (16.30515912534305 48.15711448172089),Gregorygasse,Gregorygasse,"62A, N65, 64A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Gregorygasse!start|1,
OEFFHALTESTOGD.3078915,3078915,POINT (16.30515912534305 48.15711448172089),Gregorygasse,Gregorygasse,"62A, N65, 64A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Gregorygasse!start|1,
OEFFHALTESTOGD.3078916,3078916,POINT (16.305814926465032 48.15740808097888),Gregorygasse,Gregorygasse,"62A, N65",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gregorygasse!start|1,
OEFFHALTESTOGD.3078917,3078917,POINT (16.305814926465032 48.15740808097888),Gregorygasse,Gregorygasse,"62A, N65",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Gregorygasse!start|1,
OEFFHALTESTOGD.3078918,3078918,POINT (16.305814926465032 48.15740808097888),Gregorygasse,Gregorygasse,"62A, N65",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Gregorygasse!start|1,
OEFFHALTESTOGD.3078919,3078919,POINT (16.30553642603833 48.15696468154066),Gregorygasse,Gregorygasse,64A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Gregorygasse!start|1,
OEFFHALTESTOGD.3078920,3078920,POINT (16.544263725765695 48.21913598125777),"Eßling, Schippanisiedlung","Eßling, Schippanisiedlung",98A,,2,"https://anachb.vor.at#P|SQ!evaId|Wien%20Eßling,%20Schippanisiedlung!start|1",
OEFFHALTESTOGD.3078921,3078921,POINT (16.205091305050455 48.2280055276636),Greutberggasse,Greutberggasse,450,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Greutberggasse!start|1,
OEFFHALTESTOGD.3078922,3078922,POINT (16.204983504248514 48.227903827548495),Greutberggasse,Greutberggasse,450,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Greutberggasse!start|1,
OEFFHALTESTOGD.3078923,3078923,POINT (16.375371426568275 48.249370980912225),Griegstraße,Griegstraße,5A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Griegstraße!start|1,
OEFFHALTESTOGD.3078924,3078924,POINT (16.414825525666966 48.17592168071665),Enkplatz,Enkplatz,"76B, 76A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3078925,3078925,POINT (16.4166311263668 48.173962781148845),Enkplatz,Enkplatz,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3078926,3078926,POINT (16.41617292528745 48.17401068091719),Enkplatz,Enkplatz,"N6, 15A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3078927,3078927,POINT (16.41617292528745 48.17401068091719),Enkplatz,Enkplatz,"N6, 15A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3078928,3078928,POINT (16.41617292528745 48.17401068091719),Enkplatz,Enkplatz,"N6, 15A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3078929,3078929,POINT (16.416640125991776 48.17410658090017),Enkplatz,Enkplatz,N71,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3078930,3078930,POINT (16.416640125991776 48.17410658090017),Enkplatz,Enkplatz,N71,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3078931,3078931,POINT (16.416065126320028 48.17447798079072),Enkplatz,Enkplatz,N71,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3078932,3078932,POINT (16.416065126320028 48.17447798079072),Enkplatz,Enkplatz,N71,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3078933,3078933,POINT (16.415993326040393 48.174448081294315),Enkplatz,Enkplatz,"D, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3078934,3078934,POINT (16.415876525664608 48.17390888069782),Enkplatz,Enkplatz,11,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Enkplatz!start|1,
OEFFHALTESTOGD.3079718,3079718,POINT (16.168574748368748 48.156179640743744),Laab Jubiläumstraße,Laab Jubiläumstraße,253,,3,https://anachb.vor.at#P|SQ!evaId|Laab%20Jubiläumstraße!start|1,
OEFFHALTESTOGD.3079719,3079719,POINT (16.12683908822242 48.33267725506689),Langenlebarn Wiener Straße,Langenlebarn Wiener Straße,406,,3,https://anachb.vor.at#P|SQ!evaId|Langenlebarn%20Wiener%20Straße!start|1,
OEFFHALTESTOGD.3079720,3079720,POINT (16.126839087182102 48.33277275566997),Langenlebarn Wiener Straße,Langenlebarn Wiener Straße,406,,3,https://anachb.vor.at#P|SQ!evaId|Langenlebarn%20Wiener%20Straße!start|1,
OEFFHALTESTOGD.3079721,3079721,POINT (16.119859187442803 48.33239055800423),Langenlebarn Bahnstraße,Langenlebarn Bahnstraße,"413, 406",,3,https://anachb.vor.at#P|SQ!evaId|Langenlebarn%20Bahnstraße!start|1,
OEFFHALTESTOGD.3079722,3079722,POINT (16.12108088732245 48.33239655720472),Langenlebarn Bahnstraße,Langenlebarn Bahnstraße,"413, 406",,3,https://anachb.vor.at#P|SQ!evaId|Langenlebarn%20Bahnstraße!start|1,
OEFFHALTESTOGD.3079723,3079723,POINT (16.107480386259663 48.330724362135506),Langenlebarn Tulbinger Straße,Langenlebarn Tulbinger Straße,406,,3,https://anachb.vor.at#P|SQ!evaId|Langenlebarn%20Tulbinger%20Straße!start|1,
OEFFHALTESTOGD.3079724,3079724,POINT (16.615109259259118 48.17117698280415),Probstdorf Kirche,Probstdorf Kirche,"553, 550",,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Kirche!start|1,
OEFFHALTESTOGD.3079725,3079725,POINT (16.615091259961023 48.17118898306293),Probstdorf Kirche,Probstdorf Kirche,"553, 550",,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Kirche!start|1,
OEFFHALTESTOGD.3079726,3079726,POINT (16.61374386157917 48.174136383413654),Probstdorf Lehenweg,Probstdorf Lehenweg,"553, 550",,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Lehenweg!start|1,
OEFFHALTESTOGD.3079727,3079727,POINT (16.613743861502854 48.174010583557106),Probstdorf Lehenweg,Probstdorf Lehenweg,"553, 550",,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Lehenweg!start|1,
OEFFHALTESTOGD.3079728,3079728,POINT (16.618621658883693 48.16946358185837),Probstdorf Jubiläumsstraße,Probstdorf Jubiläumsstraße,550,,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Jubiläumsstraße!start|1,
OEFFHALTESTOGD.3079729,3079729,POINT (16.61858575805342 48.169511482014535),Probstdorf Jubiläumsstraße,Probstdorf Jubiläumsstraße,550,,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Jubiläumsstraße!start|1,
OEFFHALTESTOGD.3079730,3079730,POINT (16.177396169245174 48.1821453369128),Purkersdorf Baunzen,Purkersdorf Baunzen,452,,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Baunzen!start|1,
OEFFHALTESTOGD.3079731,3079731,POINT (16.168475882855553 48.199949540768515),Purkersdorf Deutschwaldstraße,Purkersdorf Deutschwaldstraße,452,,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Deutschwaldstraße!start|1,
OEFFHALTESTOGD.3079732,3079732,POINT (16.169266482810464 48.200254840496726),Purkersdorf Deutschwaldstraße,Purkersdorf Deutschwaldstraße,452,,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Deutschwaldstraße!start|1,
OEFFHALTESTOGD.3079733,3079733,POINT (16.174656288768666 48.20728973851841),Purkersdorf Kirche,Purkersdorf Kirche,"447, 457, 453, 452, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Kirche!start|1,
OEFFHALTESTOGD.3079734,3079734,POINT (16.174530588750482 48.207397538168294),Purkersdorf Kirche,Purkersdorf Kirche,"453, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Kirche!start|1,
OEFFHALTESTOGD.3079735,3079735,POINT (16.172751891982468 48.21227643905504),Purkersdorf Süßfeldstraße,Purkersdorf Süßfeldstraße,"447, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Süßfeldstraße!start|1,
OEFFHALTESTOGD.3079736,3079736,POINT (16.17261719228318 48.212222539161445),Purkersdorf Süßfeldstraße,Purkersdorf Süßfeldstraße,"458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Süßfeldstraße!start|1,
OEFFHALTESTOGD.3079737,3079737,POINT (16.170047984881897 48.20293723955174),Purkersdorf Hellbrücke,Purkersdorf Hellbrücke,"457, 453, 452, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Hellbrücke!start|1,
OEFFHALTESTOGD.3079738,3079738,POINT (16.169365284325483 48.202607939800885),Purkersdorf Hellbrücke,Purkersdorf Hellbrücke,"453, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Hellbrücke!start|1,
OEFFHALTESTOGD.3079739,3079739,POINT (16.177135689436206 48.20807403722934),Purkersdorf Bachgasse,Purkersdorf Bachgasse,"453, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Bachgasse!start|1,
OEFFHALTESTOGD.3079740,3079740,POINT (16.176147589587234 48.20807403795583),Purkersdorf Bachgasse,Purkersdorf Bachgasse,"453, 452, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Bachgasse!start|1,
OEFFHALTESTOGD.3079741,3079741,POINT (16.162070983672262 48.20071594226855),Purkersdorf Rechenfeldstraße,Purkersdorf Rechenfeldstraße,"453, 452, 458",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Rechenfeldstraße!start|1,
OEFFHALTESTOGD.3079742,3079742,POINT (16.161145682597784 48.20042254338303),Purkersdorf Rechenfeldstraße,Purkersdorf Rechenfeldstraße,"457, 453, 452, 458",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Rechenfeldstraße!start|1,
OEFFHALTESTOGD.3079743,3079743,POINT (16.16957187734573 48.19335074017753),Purkersdorf Robert-Hohenwarter-Gasse,Purkersdorf Robert-Hohenwarter-Gasse,452,,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Robert-Hohenwarter-Gasse!start|1,
OEFFHALTESTOGD.3079744,3079744,POINT (16.169742577194487 48.193129239944966),Purkersdorf Robert-Hohenwarter-Gasse,Purkersdorf Robert-Hohenwarter-Gasse,452,,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Robert-Hohenwarter-Gasse!start|1,
OEFFHALTESTOGD.3079745,3079745,POINT (16.19889288739291 48.20505662951531),Purkersdorf Sanatorium Bhf.,Purkersdorf Sanatorium Bhf.,"SV110, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Sanatorium%20Bhf.!start|1,
OEFFHALTESTOGD.3079746,3079746,POINT (16.197904686950828 48.20528412993374),Purkersdorf Sanatorium Bhf.,Purkersdorf Sanatorium Bhf.,"453, SV110, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Sanatorium%20Bhf.!start|1,
OEFFHALTESTOGD.3079747,3079747,POINT (16.17122478662187 48.20522423951893),Purkersdorf Schöffelgasse,Purkersdorf Schöffelgasse,"457, 453, 452, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Schöffelgasse!start|1,
OEFFHALTESTOGD.3079748,3079748,POINT (16.171081087103403 48.20529613922307),Purkersdorf Schöffelgasse,Purkersdorf Schöffelgasse,"453, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Schöffelgasse!start|1,
OEFFHALTESTOGD.3079749,3079749,POINT (16.177944186811498 48.205763136995174),Purkersdorf Zentrum Bahnhof,Purkersdorf Zentrum Bahnhof,"451, 107",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Zentrum%20Bahnhof!start|1,
OEFFHALTESTOGD.3079750,3079750,POINT (16.176830287779904 48.20571523705835),Purkersdorf Zentrum Bahnhof,Purkersdorf Zentrum Bahnhof,"453, 452, 458, 451, 107",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Zentrum%20Bahnhof!start|1,
OEFFHALTESTOGD.3079751,3079751,POINT (16.54787027089503 48.05752320637868),Wienerherberg Fabriksgasse,Wienerherberg Fabriksgasse,"272, 221, 227, 222",,3,https://anachb.vor.at#P|SQ!evaId|Wienerherberg%20Fabriksgasse!start|1,
OEFFHALTESTOGD.3079752,3079752,POINT (16.54733127044591 48.057463106665665),Wienerherberg Fabriksgasse,Wienerherberg Fabriksgasse,"272, 221, 222",,3,https://anachb.vor.at#P|SQ!evaId|Wienerherberg%20Fabriksgasse!start|1,
OEFFHALTESTOGD.3079753,3079753,POINT (16.10195574511373 48.279827163809806),Wilfersdorf/Tulln Ortsmitte,Wilfersdorf/Tulln Ortsmitte,"411, 441",,3,https://anachb.vor.at#P|SQ!evaId|Wilfersdorf/Tulln%20Ortsmitte!start|1,
OEFFHALTESTOGD.3079754,3079754,POINT (16.102126445825473 48.27975546381582),Wilfersdorf/Tulln Ortsmitte,Wilfersdorf/Tulln Ortsmitte,"411, 441",,3,https://anachb.vor.at#P|SQ!evaId|Wilfersdorf/Tulln%20Ortsmitte!start|1,
OEFFHALTESTOGD.3079755,3079755,POINT (16.22652514709147 48.28150101998722),Weidlingbach Windischhütte,Weidlingbach Windischhütte,405,,3,https://anachb.vor.at#P|SQ!evaId|Weidlingbach%20Windischhütte!start|1,
OEFFHALTESTOGD.3079756,3079756,POINT (16.597735867943907 48.181701988923436),Wittau Kirche,Wittau Kirche,"553, 550",,3,https://anachb.vor.at#P|SQ!evaId|Wittau%20Kirche!start|1,
OEFFHALTESTOGD.3077563,3077563,POINT (16.492880126788343 48.25121928130733),Breitenlee Friedhof,Breitenlee Friedhof,"N24, 24A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Friedhof!start|1,
OEFFHALTESTOGD.3077564,3077564,POINT (16.49293402583044 48.25110558109672),Breitenlee Friedhof,Breitenlee Friedhof,"N24, 24A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Friedhof!start|1,
OEFFHALTESTOGD.3077565,3077565,POINT (16.49293402583044 48.25110558109672),Breitenlee Friedhof,Breitenlee Friedhof,"N24, 24A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Friedhof!start|1,
OEFFHALTESTOGD.3077566,3077566,POINT (16.49293402583044 48.25110558109672),Breitenlee Friedhof,Breitenlee Friedhof,"N24, 24A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Friedhof!start|1,
OEFFHALTESTOGD.3077567,3077567,POINT (16.498018426763164 48.251255180821865),Breitenlee Ort,Breitenlee Ort,"N24, 97A, 24A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Ort!start|1,
OEFFHALTESTOGD.3077568,3077568,POINT (16.498018426763164 48.251255180821865),Breitenlee Ort,Breitenlee Ort,"N24, 97A, 24A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Ort!start|1,
OEFFHALTESTOGD.3077569,3077569,POINT (16.498018426763164 48.251255180821865),Breitenlee Ort,Breitenlee Ort,"N24, 97A, 24A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Ort!start|1,
OEFFHALTESTOGD.3077570,3077570,POINT (16.49730882566991 48.25112958100216),Breitenlee Ort,Breitenlee Ort,"N24, 24A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Ort!start|1,
OEFFHALTESTOGD.3077571,3077571,POINT (16.49730882566991 48.25112958100216),Breitenlee Ort,Breitenlee Ort,"N24, 24A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Ort!start|1,
OEFFHALTESTOGD.3077572,3077572,POINT (16.49730882566991 48.25112958100216),Breitenlee Ort,Breitenlee Ort,"N24, 24A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Ort!start|1,
OEFFHALTESTOGD.3077573,3077573,POINT (16.497677126750894 48.25066298124779),Breitenlee Ort,Breitenlee Ort,"N24, 97A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Ort!start|1,
OEFFHALTESTOGD.3077574,3077574,POINT (16.497677126750894 48.25066298124779),Breitenlee Ort,Breitenlee Ort,"N24, 97A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Ort!start|1,
OEFFHALTESTOGD.3077575,3077575,POINT (16.497677126750894 48.25066298124779),Breitenlee Ort,Breitenlee Ort,"N24, 97A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee%20Ort!start|1,
OEFFHALTESTOGD.3077576,3077576,POINT (16.30648862600332 48.198907581278156),Breitensee,Breitensee,49,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitensee!start|1,
OEFFHALTESTOGD.3077577,3077577,POINT (16.306803025686193 48.199033381041616),Breitensee,Breitensee,N49,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitensee!start|1,
OEFFHALTESTOGD.3077578,3077578,POINT (16.306803025686193 48.199033381041616),Breitensee,Breitensee,N49,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitensee!start|1,
OEFFHALTESTOGD.3077579,3077579,POINT (16.30646172599595 48.19882378167148),Breitensee,Breitensee,49,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitensee!start|1,
OEFFHALTESTOGD.3077580,3077580,POINT (16.306785125531754 48.198841781002805),Breitensee,Breitensee,N49,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitensee!start|1,
OEFFHALTESTOGD.3077581,3077581,POINT (16.306785125531754 48.198841781002805),Breitensee,Breitensee,N49,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitensee!start|1,
OEFFHALTESTOGD.3077582,3077582,POINT (16.306578525695596 48.19851238141708),Breitensee,Breitensee,49,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitensee!start|1,
OEFFHALTESTOGD.3077583,3077583,POINT (16.399513628490666 48.25741575908547),Floridsdorf,Floridsdorf,"500, 505, 150",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Floridsdorf!start|1,
OEFFHALTESTOGD.3077584,3077584,POINT (16.39904212579752 48.25709288088543),Floridsdorf,Floridsdorf,34A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Floridsdorf!start|1,
OEFFHALTESTOGD.3077585,3077585,POINT (16.269442126475983 48.17508308129762),Joseph-Lister-Gasse,Joseph-Lister-Gasse,54B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Joseph-Lister-Gasse!start|1,
OEFFHALTESTOGD.3077586,3077586,POINT (16.33734582614696 48.240606881302384),Flotowgasse,Flotowgasse,"N35, 35A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Flotowgasse!start|1,
OEFFHALTESTOGD.3077587,3077587,POINT (16.33734582614696 48.240606881302384),Flotowgasse,Flotowgasse,"N35, 35A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Flotowgasse!start|1,
OEFFHALTESTOGD.3077588,3077588,POINT (16.33734582614696 48.240606881302384),Flotowgasse,Flotowgasse,"N35, 35A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Flotowgasse!start|1,
OEFFHALTESTOGD.3077589,3077589,POINT (16.33734582614696 48.240606881302384),Flotowgasse,Flotowgasse,"N35, 35A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Flotowgasse!start|1,
OEFFHALTESTOGD.3077590,3077590,POINT (16.33734582614696 48.240606881302384),Flotowgasse,Flotowgasse,"N35, 35A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Flotowgasse!start|1,
OEFFHALTESTOGD.3077591,3077591,POINT (16.339061526568823 48.24059488135227),Flotowgasse,Flotowgasse,"N35, 35A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Flotowgasse!start|1,
OEFFHALTESTOGD.3077592,3077592,POINT (16.339061526568823 48.24059488135227),Flotowgasse,Flotowgasse,"N35, 35A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Flotowgasse!start|1,
OEFFHALTESTOGD.3077593,3077593,POINT (16.339061526568823 48.24059488135227),Flotowgasse,Flotowgasse,"N35, 35A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Flotowgasse!start|1,
OEFFHALTESTOGD.3077594,3077594,POINT (16.339061526568823 48.24059488135227),Flotowgasse,Flotowgasse,"N35, 35A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Flotowgasse!start|1,
OEFFHALTESTOGD.3077595,3077595,POINT (16.339061526568823 48.24059488135227),Flotowgasse,Flotowgasse,"N35, 35A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Flotowgasse!start|1,
